item_id;vectors
1655;-0.8194346|0.26682252|0.34591752|0.5814746|-0.30423966|0.42837423|-0.41094285|0.029183924|0.66490924|-0.8164774|-0.17044732|0.04061967|-0.33206913|1.3577218|-0.31751454|-0.041209996|0.38619345|-0.14783534|0.30828243|0.3199818|-0.6396146|0.45347565|-0.82227826|0.8741785|-0.0964756|-0.04571323|0.34410492|-0.6172473|0.18418667|-0.20470044|-1.050707|-0.33549404|0.16874194|0.27442956|0.5221975|0.3264478|0.047177404|-0.11549103|-0.04302481|-0.19352683|-0.27623564|0.3119148|0.13506448|0.289329|-0.4022342|-0.3998899|0.7222869|0.10805979|-0.76991296|0.1571852|-1.002417|0.2428025|-0.38198578|-0.66393024|0.11059186|-0.08575982|-0.48915142|-0.5655831|0.6076538|0.9977293|-0.06507855|0.7050688|0.5344904|-0.0780382|-0.3282893|0.03097786|1.5083635|0.33620182|0.381924|0.12073141|-0.065774664|0.1360308|0.6045575|0.0784719|-0.8586058|0.26951396|-0.87708986|1.0528119|-0.19652358|-0.27688882|-0.15891626|-0.061823234|-0.4936756|-0.5840141|-1.0944786|0.5938585|0.05676426|-0.14099663|0.89788175|0.1864207|0.80950665|0.54588497|-0.5858896|-0.5059498|-0.42425236|-0.7050583|0.2533457|-0.027499728|0.32978386|-0.45753267
1656;-0.5357059|0.1829457|0.5067341|0.5571672|-0.17841463|0.6525047|-0.50651264|0.31783974|0.50730085|-0.43243003|0.34576923|0.50577646|-0.56721497|0.6815615|-0.2704092|-0.29287356|-0.122661054|0.41501197|0.09088888|0.56338155|-0.49865258|0.47361675|-0.8300957|0.13780153|0.24797821|-0.023061663|0.42092025|-0.16997875|0.13605395|0.021873549|-0.4060997|-0.019691516|0.36159882|0.003950149|0.4099334|0.560367|-0.20004113|-0.44821155|0.094027475|0.3763616|-0.00801757|0.58016205|0.5160618|-0.006188974|-0.38581914|-0.28510812|0.6070781|-0.27152538|-0.31553483|-0.7424285|-0.74868834|0.5636238|-0.3961166|0.19164738|0.29331592|0.5029776|-0.4199679|-0.1109462|-0.13963458|0.29014337|0.14522596|0.43046916|-0.20794809|0.07462174|0.28792152|0.2393964|0.59742475|0.31460208|0.6452454|-0.048785746|-0.08469099|-0.029854592|0.35115674|0.592274|-0.18886662|0.3073774|-0.8006196|0.293952|-0.47608277|0.007139638|0.71930605|-0.30583322|-0.02312179|0.046406746|-0.6119323|0.48047745|0.30339003|0.3454433|0.40189847|0.22100237|0.24147381|0.5690858|0.36475623|-0.21820529|0.10683578|-0.37567797|0.18641007|-0.10506864|0.02215457|-0.5618261
1657;-0.41008776|0.34408778|0.6069755|0.32207474|0.12565733|0.46487585|-0.37380126|0.104357235|0.65725887|-0.49824184|0.42419907|0.4031279|-0.2964003|0.74809873|-0.24357645|-0.3566757|0.30282933|0.23588358|0.12526079|0.54316616|-0.33478332|0.29404372|-0.37814885|0.27217594|-0.11515925|-0.16835524|0.5358124|-0.12483691|-0.19725387|0.19950034|-0.20033891|-0.05030734|0.75438714|0.34765607|0.35568458|0.45658082|0.21982735|-0.6386939|0.24771068|0.3557053|0.08345872|-0.03511557|0.26989266|-0.09862666|-0.24139206|-0.29865554|0.46749|0.04830368|-0.360202|-0.5677614|-0.6806324|0.52226025|-0.18713604|-0.18836038|-0.30199793|0.052254975|-0.15043595|-0.15924317|-0.053071577|0.17734607|0.13474502|0.2430914|-0.05951087|-0.22468317|0.27539936|0.22405398|0.3818908|0.21988627|0.40884593|0.2119039|-0.07575333|0.1622478|0.27766347|0.2629884|-0.355303|0.2801646|-0.5175172|0.5553063|-0.45587057|0.12197982|0.24781635|-0.08076875|0.2387596|-0.04516585|-0.35940653|0.4882389|-0.24356002|0.30066225|0.1571905|0.0064985305|0.3253867|0.50500435|0.07961109|-0.4189446|-0.33831486|-0.10978125|0.10328045|-0.1288786|0.21616498|-0.29186955
1658;-0.4170155|0.37418383|0.47395724|0.4049062|-0.033737585|0.41906306|-0.23684561|0.23510979|0.40422863|-0.4933002|0.32613125|0.45156652|-0.30623758|0.6241724|-0.26562223|-0.45146677|0.2685419|0.22104058|0.13413699|0.4200496|-0.34980145|0.37225625|-0.49738747|0.24338782|0.0705967|-0.3260474|0.46063784|-0.16194409|-0.23589271|0.16422294|-0.18995683|0.054732498|0.45568937|0.26415506|0.24556121|0.4676008|0.109488055|-0.6838725|0.34083864|0.3721115|0.054769218|0.12080489|0.36120078|-0.03516135|-0.23382953|-0.21272963|0.45977357|0.04828772|-0.36584756|-0.4320885|-0.5999789|0.5635046|-0.2307739|-0.04404523|-0.24104142|0.23783305|-0.2071955|-0.16755727|-0.10353571|0.41233072|0.0542477|0.26414362|-0.09512696|-0.22812071|0.38348|0.3154384|0.3818747|0.1425283|0.4289517|0.33568874|-0.17785557|0.103758805|0.34152326|0.37903675|-0.2744601|0.46124965|-0.5991104|0.4719761|-0.42637372|0.037860304|0.29827878|-0.19402257|0.19069037|-0.20843846|-0.4221882|0.4059782|-0.19932742|0.22906163|0.23634753|0.22744696|0.20306848|0.29412195|0.25122324|-0.45137614|-0.27955875|-0.3203606|0.17833969|-0.10767162|0.3366251|-0.5607678
1659;-0.36786684|0.4029294|0.5122789|0.35213786|-0.03408032|0.40621892|-0.21640465|0.24494967|0.3128779|-0.4538681|0.30882946|0.37255043|-0.34815478|0.6002173|-0.1919059|-0.44343036|0.33229613|0.2331039|0.20781362|0.50290745|-0.3609687|0.37304494|-0.5333115|0.22974488|-0.024256138|-0.3355943|0.45741802|-0.18489604|-0.28345048|0.24979901|-0.3031864|-0.02245368|0.48003873|0.31888667|0.22465086|0.4391083|0.14430436|-0.6223675|0.35268036|0.36202878|0.0538742|0.10658925|0.27773607|-0.10820795|-0.20425223|-0.21886952|0.44628125|-0.01767343|-0.3633414|-0.4856345|-0.6387554|0.61896324|-0.26541716|-0.004116699|-0.1886822|0.2658243|-0.21636248|-0.063930765|-0.036622208|0.40176457|0.058193207|0.3158933|-0.15388325|-0.24685936|0.32319185|0.3162448|0.39180678|0.1947571|0.418931|0.25746056|-0.16903086|0.0255309|0.4219864|0.41265094|-0.28215107|0.40540367|-0.5889959|0.4478718|-0.5261099|0.066271335|0.22324368|-0.22450207|0.14717884|-0.21547854|-0.42240208|0.41177475|-0.15481965|0.22657841|0.29135817|0.17213316|0.24118537|0.291766|0.2777158|-0.4118923|-0.22913451|-0.3571107|0.18287835|-0.13176233|0.22820964|-0.5425671
1660;0.0039914846|0.028744161|0.6966983|0.5813768|0.05236393|0.5965713|-0.36197472|0.42198944|0.5075002|-0.5689696|0.6966996|0.3297604|-0.30597636|0.7821017|0.1278181|-0.43323016|0.29178798|0.033436805|0.020933881|0.24308144|-0.21886423|0.19355147|-0.49507198|0.63936776|0.54598105|-0.74585044|0.05223182|0.12557222|-0.112203434|0.21738464|-0.35506952|-0.349558|0.22798592|0.07829428|0.31667686|0.63166904|0.27093002|-0.56171143|0.33927977|0.3139921|0.13787578|0.21459231|0.8286905|0.16595021|-0.59356827|-0.34142473|0.4009336|-0.031582255|-0.37981206|-0.40318546|-0.8598953|0.17131752|-0.09487781|0.1499495|0.290386|0.8622308|-0.41557324|-0.10687402|0.032819033|0.6609483|0.21014373|-0.10003838|-0.047295265|-0.22323477|0.22834282|0.2846178|0.83751655|-0.09946507|0.34479386|0.18900841|-0.02994369|0.06616384|0.09458181|0.25337362|-0.59741616|0.17059556|-0.19520286|0.48246536|-0.33688045|-0.12167229|0.616755|-0.51408947|0.16761434|-0.33253914|-0.07511696|0.67774|-0.24289228|0.45394382|0.62243927|-0.14470898|0.4856261|0.43895888|-0.04425934|0.23110655|-0.06494352|-0.000767082|0.25801906|-0.31216285|0.19970234|-0.2808382
1661;-0.42769718|0.544031|0.45165658|0.34852576|0.0965651|0.45026052|-0.10827099|0.1934223|0.4066508|-0.4763357|0.19570862|0.43183205|-0.26401287|0.66891235|-0.19451337|-0.5632436|0.3029023|0.15042508|0.2674876|0.39316794|-0.3263188|0.33520982|-0.4302447|0.22895785|0.05640065|-0.30099842|0.46516958|-0.06714615|-0.20381069|0.17180243|-0.2804923|0.05511133|0.61085373|0.34556872|0.17089403|0.42361146|0.16511054|-0.5600045|0.39166352|0.41413394|0.14490548|0.10967015|0.29937735|-0.039840914|-0.16161191|-0.23397344|0.4074246|-0.12340808|-0.34765685|-0.4330791|-0.5983729|0.52728486|-0.29401714|-0.058020335|-0.36127838|0.20490149|-0.3642568|0.0065979734|-0.027441125|0.46554136|0.11060796|0.37503564|-0.06180775|-0.37563327|0.19245768|0.20028366|0.362232|0.19644904|0.45552653|0.17004567|-0.13742289|0.21254586|0.38346657|0.33035|-0.089844316|0.53997344|-0.6046046|0.43498483|-0.40327406|0.040216632|0.24878837|-0.2567342|0.3326846|-0.097280614|-0.3794464|0.34156916|-0.108658224|0.22985116|0.16325742|0.15410903|0.12822664|0.4054439|0.110942245|-0.35721138|-0.25711223|-0.22689033|0.14294295|-0.096614316|0.35300243|-0.5272008
1662;-0.42980444|0.45487827|0.53153104|0.3181559|0.11350851|0.3696624|-0.17163776|0.07701146|0.37526128|-0.46805465|0.13346732|0.44623503|-0.25445068|0.5503902|-0.19591756|-0.49891984|0.2577906|0.1480092|0.19452837|0.46366337|-0.338215|0.3062426|-0.3980432|0.27045465|0.07260186|-0.36754555|0.4270373|-0.05093626|-0.17604902|0.16832544|-0.27397126|0.02195532|0.47957015|0.2801088|0.25540075|0.36002985|0.07602972|-0.59482133|0.34062174|0.39760494|0.2010056|0.14567919|0.32018712|-0.087658234|-0.19491257|-0.27101204|0.41140786|-0.058657568|-0.29314312|-0.4317821|-0.55819684|0.42448428|-0.2238422|-0.16537917|-0.3020996|0.13680468|-0.31173146|-0.012489945|0.0054073967|0.46446988|0.15069999|0.3151514|-0.10138758|-0.383321|0.22750112|0.21663973|0.33511293|0.16104993|0.43547696|0.12689076|-0.20907292|0.14212587|0.31599003|0.30914837|-0.13217697|0.51606035|-0.56814337|0.49009836|-0.41806495|0.025272034|0.25434297|-0.31046262|0.26556113|-0.12529133|-0.34470665|0.38278607|-0.07346524|0.14286016|0.132593|0.13629106|0.24257389|0.40326872|0.12285849|-0.3579809|-0.23983824|-0.18637154|0.111879915|-0.20504993|0.35832134|-0.47903797
1663;-0.15289882|0.51877683|0.17979747|0.5376854|-0.051294405|0.41986227|-0.5226426|0.07621734|0.1819596|-0.37750304|0.49876386|0.42147163|-0.31504312|0.9531641|-0.5262998|-0.67472196|0.2181389|0.11743124|0.07059095|0.99747163|-0.43480614|0.17877387|-0.24584651|0.08595237|0.31683594|-0.508896|0.10972336|-0.21175244|-0.19007222|0.42509258|-0.0027009696|-0.088151745|0.73135346|0.08292587|0.17465995|0.25898367|0.27615944|-0.40541142|0.311612|0.14525203|0.33534276|-0.25171158|0.294306|-0.4141022|-0.4677235|-0.053392515|0.30975863|-0.22463872|-0.72775376|-0.57967144|-0.49483168|0.60756934|-0.29982036|0.121796265|0.114115834|0.28004053|-0.4556482|0.036253273|0.106631644|0.09651077|-0.13296737|0.5381727|-0.54852295|-0.2589159|0.72336566|0.2540202|0.16736984|0.28756046|0.36875764|0.47665995|-0.14058912|-0.10012154|0.08095366|0.44133276|0.1919783|0.13884717|-0.3757131|0.72352934|-0.6602398|0.14478672|0.0001538992|0.03764379|0.03633046|0.10366985|-0.09912652|0.27977884|-0.18138282|0.027404487|-0.08848694|0.24679571|0.5508767|0.17283551|0.33320946|-0.45762864|-0.651778|-0.09437609|0.31741562|-0.38159743|0.77476597|-0.3077193
1664;-0.41232467|0.43701133|0.5500486|0.36700797|0.015731093|0.37474975|-0.14339954|0.1408304|0.45112458|-0.5104182|0.17431684|0.44199806|-0.32413924|0.64758885|-0.25180215|-0.55129284|0.29900068|0.17216203|0.29108924|0.39643797|-0.39160538|0.28696004|-0.39887893|0.18592666|0.07625211|-0.3379978|0.42665938|-0.14484636|-0.22840074|0.15671346|-0.27665657|0.015174843|0.52393764|0.3198209|0.15861964|0.39185062|0.10582038|-0.667909|0.30794418|0.32122272|0.1541787|0.0748631|0.37378675|-0.1177025|-0.18416491|-0.34591103|0.41181877|-0.115202084|-0.2571924|-0.42931068|-0.5378885|0.4337291|-0.22152132|-0.09752782|-0.3568081|0.19992077|-0.35869795|0.046108335|-0.002836831|0.4694591|0.063787274|0.3498095|-0.022101201|-0.41934788|0.17866783|0.22084112|0.36024123|0.2045601|0.3730901|0.09592359|-0.17510295|0.13376792|0.308029|0.27580816|-0.12458113|0.50292933|-0.6295605|0.39070868|-0.47086206|-0.0035785586|0.3222037|-0.25253278|0.26235715|-0.14752613|-0.29557645|0.41941923|-0.13059415|0.27874398|0.057316706|0.07270892|0.1349434|0.43338698|0.15260752|-0.32109174|-0.24271542|-0.26681212|0.15588726|-0.11646712|0.29233178|-0.5275284
1665;-0.42919222|0.41878688|0.5029701|0.33587|0.07597503|0.45594543|-0.10754047|0.12042444|0.43123338|-0.5537126|0.1801838|0.42193687|-0.31762707|0.60695195|-0.15409398|-0.46067172|0.24373794|0.08210069|0.27729693|0.39151838|-0.36021236|0.2520171|-0.4808535|0.24385165|0.019012868|-0.40205517|0.38060224|-0.028077766|-0.2604177|0.18142268|-0.32558572|-0.047572464|0.5723946|0.3229079|0.20796148|0.31969506|0.10249088|-0.62249494|0.25357252|0.33545354|0.13897148|0.11179015|0.3661999|-0.15240222|-0.17566249|-0.27547646|0.49932373|-0.12909707|-0.25866887|-0.41737273|-0.550173|0.42543107|-0.28059217|-0.058990702|-0.2742805|0.104680106|-0.3391232|0.07749504|0.002907209|0.45240128|0.05484736|0.2891996|-0.053228565|-0.3185303|0.16947977|0.2525437|0.3781745|0.19847743|0.3763456|0.19957373|-0.174935|0.084007524|0.30268288|0.23986277|-0.120089605|0.48970997|-0.6634575|0.45236874|-0.41439056|0.086443886|0.28350797|-0.24918313|0.2622415|-0.1525301|-0.2862048|0.37685153|-0.18110041|0.2674359|0.049582377|0.16891652|0.24308735|0.39287764|0.14806572|-0.32497215|-0.22306272|-0.30637875|0.12050021|-0.13402288|0.27723745|-0.43657795
1666;-0.33578217|0.4167401|0.5303403|0.35291052|0.027586374|0.43001953|-0.06703465|0.08625275|0.43271577|-0.5757099|0.13913298|0.47023758|-0.22757022|0.60762984|-0.17176786|-0.5345023|0.21065858|0.16621691|0.33837998|0.37306908|-0.36813682|0.3306083|-0.46205348|0.18760747|0.06547966|-0.33757716|0.46259266|-0.02538997|-0.18533847|0.2140465|-0.27870417|0.0331524|0.58090997|0.32494503|0.18065017|0.335436|0.115146995|-0.5704339|0.32727382|0.32788467|0.20588514|0.06808086|0.37120697|-0.18047489|-0.14279456|-0.2725402|0.46448493|-0.089439705|-0.23623964|-0.44370213|-0.5576021|0.44409135|-0.19842552|-0.048231907|-0.30957532|0.087256|-0.3134484|-0.008552335|-0.0064508915|0.37425455|0.14269228|0.27951086|-0.07444315|-0.39831272|0.14883056|0.21198052|0.32626078|0.2482826|0.302396|0.1550817|-0.21325473|0.055035543|0.30011356|0.26295632|-0.178444|0.5766282|-0.5849576|0.46007282|-0.38518122|0.012638863|0.28803873|-0.292637|0.34280133|-0.23822111|-0.26259872|0.38083822|-0.09955751|0.23946056|0.030499652|0.13058262|0.18378711|0.3619192|0.17625901|-0.3098365|-0.2914925|-0.19925016|0.13360918|-0.19961938|0.3101759|-0.46359473
1667;-0.36565888|0.5150966|0.46852812|0.2631767|0.11616467|0.44902924|-0.1866754|0.12542002|0.41635028|-0.5182397|0.14915638|0.41109607|-0.2883289|0.5996941|-0.18242413|-0.48532534|0.25178906|0.20158407|0.2575379|0.34709525|-0.31775445|0.37709102|-0.43437028|0.2257156|0.08438121|-0.32836732|0.46792784|-0.10307202|-0.2770548|0.19585589|-0.24556455|0.033407465|0.5395856|0.25764763|0.2478001|0.3333307|0.14461955|-0.5514543|0.31020766|0.36057502|0.12814802|0.07496708|0.40764904|-0.14992635|-0.22203997|-0.25349554|0.44382608|-0.051471066|-0.31598523|-0.4037617|-0.5225358|0.43727052|-0.3177302|-0.1202914|-0.33976072|0.16985658|-0.39130667|0.042765737|-0.028991174|0.43741035|0.14551947|0.32551837|-0.02659671|-0.38140178|0.12831584|0.26762772|0.26752895|0.26139867|0.4280894|0.14932647|-0.16735546|0.12613723|0.3048495|0.28087914|-0.13749747|0.5884571|-0.59082943|0.38611495|-0.39403188|-0.01842812|0.23620626|-0.29570615|0.30606225|-0.12805569|-0.3111036|0.37342682|-0.10304221|0.27745238|0.116108134|0.14942113|0.13147801|0.48433447|0.18759362|-0.35920542|-0.28913274|-0.31021732|0.11128125|-0.1977241|0.34611058|-0.5084474
1668;-0.44033787|0.40959755|0.4516596|0.24553946|0.13949685|0.34338015|-0.1690955|0.18805102|0.3920882|-0.59532225|0.22407468|0.4025717|-0.22132328|0.6576275|-0.20181261|-0.5130576|0.3030331|0.19042586|0.27492496|0.37929454|-0.36492977|0.27425277|-0.439621|0.2176434|0.007730834|-0.31901017|0.4210696|-0.1663419|-0.1632629|0.21025689|-0.2567244|0.025830222|0.59763956|0.33134001|0.16222924|0.3588918|0.155306|-0.61215365|0.34652463|0.3006337|0.06909913|0.12795511|0.40607944|-0.068298265|-0.14254591|-0.2573555|0.48897645|-0.072474495|-0.29831707|-0.49575436|-0.5686692|0.5337933|-0.2341902|-0.021717941|-0.38003808|0.10321176|-0.29806274|-0.027868696|0.0016456433|0.40458256|0.1296781|0.36210757|-0.1255847|-0.31360093|0.23545834|0.30459464|0.32451007|0.27495706|0.4030706|0.1419994|-0.2274746|0.10622614|0.3082797|0.3097363|-0.13617443|0.50420475|-0.60784036|0.4554558|-0.41106206|0.07035282|0.23492448|-0.24925748|0.3461449|-0.16791956|-0.26346853|0.400997|-0.16126634|0.22015525|0.10990699|0.18471834|0.22050053|0.3803557|0.14431703|-0.30445027|-0.25195384|-0.2939077|0.08635612|-0.14725749|0.27180165|-0.48385727
1669;-0.3636008|0.487494|0.47298384|0.3496085|0.10390584|0.44415906|-0.06895159|0.121360384|0.38879585|-0.4865158|0.20962311|0.40982702|-0.22334838|0.596041|-0.17968115|-0.4473482|0.2226601|0.15938017|0.26818472|0.46092218|-0.38201782|0.33332837|-0.4630689|0.27129212|0.09984924|-0.3395307|0.37862507|-0.07529485|-0.20863736|0.2507832|-0.29038972|-0.05822502|0.5737351|0.30895212|0.14348584|0.36255142|0.17032045|-0.62934005|0.32710078|0.41657177|0.17926735|0.06993552|0.3273144|-0.15328933|-0.21322991|-0.3387866|0.45745873|-0.1461487|-0.23772682|-0.3781293|-0.5653369|0.47069907|-0.24391638|-0.106090546|-0.35100463|0.15578675|-0.30023625|0.015922546|-0.003546089|0.46485284|0.12524308|0.30720687|-0.094382145|-0.3615408|0.16878238|0.24138355|0.33424878|0.17912316|0.33519128|0.15444712|-0.24632764|0.15059033|0.355195|0.26374462|-0.16075431|0.49164087|-0.5690052|0.41634798|-0.40987778|0.035495166|0.28106886|-0.21904841|0.3052585|-0.12928772|-0.25642633|0.36853802|-0.19646056|0.229572|0.07382275|0.14713123|0.17162064|0.3782994|0.18806602|-0.29882458|-0.25107092|-0.22145337|0.16024488|-0.22097155|0.3329837|-0.4868247
1670;-1.3652427|0.5981301|1.359609|0.49244148|-0.21024483|0.9194126|-0.4809979|-0.27930474|0.098766476|-1.422375|-0.028236657|0.5955355|-0.22868687|1.1296805|-0.37201613|0.13908553|0.18117371|0.10165232|0.48624843|0.9769144|0.062097877|-0.07357198|-0.012520313|0.55903023|0.29406556|-0.21418448|0.95703673|0.22647427|-0.2037832|0.32547915|-0.63000226|-0.32016182|0.57272196|0.07592359|0.19357352|-0.08114615|-0.75048727|0.18919253|0.48948374|0.5304494|1.2101111|1.0086062|1.1047648|0.6070014|-0.15832973|-0.5990714|0.55360156|-0.6167911|-0.5748343|-0.38366374|-1.245559|1.1662718|-1.2120082|-0.5926526|1.0297159|0.014513269|0.0050863028|-0.24471608|-0.10254705|0.31873733|0.33042726|0.12509552|-0.0599361|0.21568063|0.46101376|-0.40103278|0.35071602|1.1547391|0.88504076|0.6707636|0.095588416|-0.07853508|0.29941785|0.9052062|0.09807342|0.1757926|-0.29149666|1.1410594|-0.97557706|0.30225238|0.67218864|-1.3541694|0.5015022|-0.1899067|0.22235024|1.367558|0.28345662|0.07854873|0.5874457|0.63520706|0.030260548|0.4565705|0.30947566|-0.084278405|-0.11542397|-0.5577269|-0.09348853|1.0404423|-0.67119545|0.05436635
1671;-0.255548|0.44029838|0.3586894|0.16863331|-0.10162161|0.5212923|-0.2808664|0.22302559|0.21616076|-0.44712257|0.3548177|0.44496626|-0.39311844|0.8118677|-0.41070706|-0.53650975|0.30728027|0.30853033|0.056357913|0.56117564|-0.19390033|0.57708406|-0.513893|0.36614874|0.01377025|-0.49211088|0.41616786|-0.12029886|-0.44663298|0.077128425|-0.300022|0.19104423|0.3743978|0.32699722|0.21200447|0.30925307|0.058503386|-0.79383105|0.40509373|0.45917588|0.19420582|0.20585658|-0.009044021|0.13225542|0.10216676|0.004761815|0.64351785|0.14894874|-0.27319562|-0.532007|-0.36387342|0.38916212|-0.30808824|-0.21785729|-0.37012896|0.35581815|-0.11045875|-0.20044002|0.06614978|0.11146867|-0.24368551|0.41094196|-0.2298513|-0.012920946|0.19573356|0.27680942|0.22262938|0.21981631|0.45679495|0.26760677|-0.13451546|0.16523616|0.39922372|0.23734772|-0.27301073|0.43792015|-0.59073406|0.29548317|-0.6123026|-0.0861251|-0.04240957|-0.06890148|0.44186777|-0.40711415|-0.37785804|0.6257734|-0.05636379|0.17981705|0.06860624|0.04662071|0.05264117|0.4537595|0.36163247|-0.3794964|-0.324842|-0.1716946|-0.108528|-0.1247608|0.31456786|-0.8919878
1672;-0.38517225|0.43994904|0.48494786|0.35893685|-0.049108393|0.48565596|-0.1755229|0.15911677|0.38070193|-0.4731171|0.29323164|0.41580662|-0.41158783|0.60970753|-0.28488067|-0.43058065|0.29099238|0.17467424|0.20652959|0.4738035|-0.33825612|0.34737417|-0.47748443|0.2649156|0.029203163|-0.26616302|0.47753862|-0.14791967|-0.21598242|0.18387347|-0.21317762|0.02685704|0.50290626|0.30996132|0.22013256|0.39760476|0.115578786|-0.6855578|0.29265186|0.2893321|0.15315937|0.17629428|0.3351827|-0.017100703|-0.2627385|-0.25713587|0.41103488|0.066235565|-0.38301986|-0.46723866|-0.65167284|0.61344415|-0.20073907|-0.0416843|-0.16697465|0.23046374|-0.24633482|-0.11899411|-0.10469204|0.3577978|0.026931966|0.27274072|-0.18729326|-0.29460284|0.35274726|0.3002942|0.40361845|0.17458344|0.45635954|0.25588393|-0.2761293|0.016248915|0.398346|0.40353644|-0.28585982|0.42871642|-0.62903255|0.43806633|-0.5116704|0.05339176|0.3275599|-0.29295814|0.15993223|-0.22267611|-0.39061058|0.4520498|-0.16689512|0.26945722|0.22459546|0.17251119|0.16086644|0.3210461|0.22080398|-0.43523216|-0.23186111|-0.335421|0.19701879|-0.10895395|0.2520533|-0.5795841
1673;-0.03651592|0.11914125|0.43508396|0.29144788|0.3188764|0.6186358|0.26395363|0.4053498|0.35082668|-0.20580801|0.40147442|0.6194182|-0.6658977|0.50148624|-0.2950276|-0.459963|0.32110697|-0.48219997|0.10160738|0.41085026|-0.7455148|0.82714945|-0.9314034|0.5216789|-0.69955164|-0.1599835|0.9185152|-0.37603563|-0.24560423|0.08637649|-0.13150153|0.2187484|0.1578731|0.5099261|0.5019543|0.6689505|0.27765647|-0.32087728|-0.05399391|0.30260274|0.08627926|0.14589743|0.040078938|0.050352216|-0.050812915|-0.07162748|0.41160035|-0.12235984|-0.25315252|-0.5066666|-0.058348775|0.38937807|-0.19731498|0.1477879|-0.16318992|-0.07646525|0.051786393|0.08503066|0.2619486|0.67792475|0.22803326|0.5222567|-0.046159774|-0.88198584|0.18885174|-0.047385275|0.62435544|-0.21248424|0.036441952|0.12914166|-0.07098961|-0.1612012|0.25840637|0.23052795|-0.14148855|0.64474225|-0.9663445|-0.11513561|-0.32161063|-0.087556414|0.22258627|-0.3293576|-0.017724097|-0.35042852|-0.74997735|0.23395328|-0.13444829|0.6611532|1.11772|0.30343625|0.36740363|-0.4758355|0.36585048|-0.77441657|-0.15584925|-0.26308924|-0.04670742|0.15023027|0.44265985|-0.4731382
